"PLU","CATEGORY","COMMODITY","VARIETY","VARIETY-NEW","ADDITIONAL VARIETY INFO","VARIETY_INFO-NEW","SIZE","NA MEASUREMENTS","ROW MEASUREMENTS","RESTRICTIONS","NOTES","BOTANICAL NAME","BOTANICAL-OLD","AKA","REVISION DATE","DATE ADDED","GPC","IMAGE","IMAGE_SOURCE"
"4268","Fruits","FIGS","White/Green","White/Green","","","All Sizes","","","","","Ficus carica
","Ficus carica","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005960","",""
"4269","Fruits","FIGS","Retailer Assigned","","","","All Sizes","","","","","Ficus carica
","Ficus carica","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4270","Fruits","GRAPES","Blue/Black Seeded","Blue/Black Seeded (Ribier/Exotic/Niabel)","Ribier/Exotic/Niabel","","All Sizes","","","","","Vitis vinifera
","Vitis vinifera","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005918","",""
"4271","Fruits","GRAPES","Champagne","Champagne","","","All Sizes","","","","","Vitis vinifera
","Vitis vinifera","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005918","",""
"4272","Fruits","GRAPES","Concord","Concord","","","All Sizes","","","","","V.labrusca
","V.labrusca","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005918","",""
"4273","Fruits","GRAPES","Red Seeded","Red Seeded (Cardinal/Emperor/Queen/Christmas Rose)","Cardinal/Emperor/Queen/Christmas Rose","","All Sizes","","","","","Vitis vinifera
","Vitis vinifera","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005918","",""
"4274","Fruits","GRAPES","White/Green Seeded","White/Green Seeded (All others not listed)","All others not listed","","All Sizes","","","","","Vitis vinifera
","Vitis vinifera","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005918","",""
"4275","Fruits","GRAPES","Retailer Assigned","","","","All Sizes","","","","","Vitis vinifera
","Vitis vinifera","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4276","Fruits","GRAPES","Retailer Assigned","","","","All Sizes","","","","","Vitis vinifera
","Vitis vinifera","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4277","Fruits","GRAPES","Retailer Assigned","","","","All Sizes","","","","","Vitis vinifera
","Vitis vinifera","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4278","Fruits","GRAPES","Retailer Assigned","","","","All Sizes","","","","","Vitis vinifera
","Vitis vinifera","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4279","Fruits","GRAPEFRUIT","Pummelo","Pummelo - White","White","","All Sizes","","","","","C.grandis
","C.grandis","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005877","",""
"4280","Fruits","GRAPEFRUIT","Ruby/Red/Pink","Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red)","Includes Ray Ruby, Ray and Ruby Red","","Small","40 size and smaller","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","","Citrus paradisi
","Citrus paradisi","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005876","",""
"4281","Fruits","GRAPEFRUIT","Ruby/Red/Pink","Ruby/Red/Pink (ncludes Ray Ruby, Ruby, Ruby Red)","ncludes Ray Ruby, Ruby and Ruby Red","","Large","32 and 36 size","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","","Citrus paradisi
","Citrus paradisi","","2002-05-02 00:00:00","2002-05-02 00:00:00","10005876","",""
"4282","Fruits","GRAPEFRUIT","Ruby/Red/Pink","Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red)","Includes Ray Ruby, Ruby and Ruby Red","","Large","32 and 36 size","Average Fruit Dimensions = 97 - under 108mm","","","Citrus paradisi
","Citrus paradisi","","2002-06-02 00:00:00","2002-06-02 00:00:00","10005876","",""
"4283","Fruits","GRAPEFRUIT","Ruby/Red/Pink","Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red)","Includes Ray Ruby, Ray and Ruby Red","","Large","36 and 32 size","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","","Citrus paradisi
","Citrus paradisi","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005876","",""
"4284","Fruits","GRAPEFRUIT","Deep Red","Deep Red","","","Small","40 size and smaller","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","","Citrus paradisi
","Citrus paradisi","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005876","",""
"4285","Fruits","GRAPEFRUIT","Deep Red","Deep Red","","","Small","40 size and smaller","Average Fruit Dimensions = less than 97mm","","","Citrus paradisi
","Citrus paradisi","","2002-06-02 00:00:00","2002-06-02 00:00:00","10005876","",""
"4286","Fruits","GRAPEFRUIT","Deep Red","Deep Red","","","Sm","40 size and smaller","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","","Citrus paradisi
","Citrus paradisi","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005876","",""
"4287","Fruits","GRAPEFRUIT","Deep Red","Deep Red","","","Large","32 and 36 size","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","","Citrus paradisi
","Citrus paradisi","","2002-05-02 00:00:00","2002-05-02 00:00:00","10005876","",""
"4288","Fruits","GRAPEFRUIT","Deep Red","Deep Red","","","Large","32 and 36 size","Average Fruit Dimensions = 97-under 108mm","","","Citrus paradisi
","Citrus paradisi","","2002-06-02 00:00:00","2002-06-02 00:00:00","10005876","",""
"4289","Fruits","GRAPEFRUIT","Deep Red","Deep Red","","","Large","36 and 32 size","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","","Citrus paradisi
","Citrus paradisi","","2015-09-08 13:28:00","1999-12-31 00:00:00","10005876","",""
"4290","Fruits","GRAPEFRUIT","White","White","","","Small","40 size and smaller","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","","Citrus paradisi
","Citrus paradisi","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005876","",""
"4291","Fruits","GRAPEFRUIT","White","White","","","Small","40 size and smaller","Average Fruit Dimensions = less than 97mm","","","Citrus paradisi
","Citrus paradisi","","2002-06-02 00:00:00","2002-06-02 00:00:00","10005876","",""
"4292","Fruits","GRAPEFRUIT","White","White","","","Small","40 size and smaller","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","","Citrus paradisi
","Citrus paradisi","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005876","",""
"4293","Fruits","GRAPEFRUIT","White","White","","","Large","32 and 36 size","32 and 36 size","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","","Citrus paradisi
","Citrus paradisi","","2002-05-02 00:00:00","2002-05-02 00:00:00","10005876","",""
"4294","Fruits","GRAPEFRUIT","White","White","","","Large","32 and 36 size","Average Fruit Dimensions = 97-under 108mm","","","Citrus paradisi
","Citrus paradisi","","2002-06-02 00:00:00","2002-06-02 00:00:00","10005876","",""
"4295","Fruits","GRAPEFRUIT","White","White","","","Large","36 and 32 size","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","","Citrus paradisi
","Citrus paradisi","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005876","",""
"4296","Fruits","GRAPEFRUIT","Retailer Assigned","","","","All Sizes","","","","","Citrus paradisi
","Citrus paradisi","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4297","Fruits","GRAPEFRUIT","Retailer Assigned","","","","All Sizes","","","","","Citrus paradisi
","Citrus paradisi","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4298","Fruits","GRAPEFRUIT","Retailer Assigned","","","","All Sizes","","","","","Citrus paradisi
","Citrus paradisi","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4299","Fruits","GUAVA","","","","","All Sizes","","","","","Psidium guajava
","Psidium guajava","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005971","",""
"4300","Fruits","HOMLI FRUIT","","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006364","",""
"4301","Fruits","KIWIFRUIT","Retailer Assigned","","","","All Sizes","","","","","Actinidia deliciosa
","Actinidia deliciosa","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4302","Fruits","KIWANO (HORNED MELON)","","","","","All Sizes","","","","","Cucumis metuliferus
","Cucumis metuliferus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006350","",""
"4303","Fruits","KUMQUAT","","","","","All Sizes","","","","","Fortunella spp.
","Fortunella spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006345","",""
"4304","Fruits","LEMONS","Retailer Assigned","","","","All Sizes","","","","","Citrus limon
","Citrus limon","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4305","Fruits","LIMES","Key (incl. Mexican & West Indian)","Key (incl. Mexican & West Indian)","","","All Sizes","","","","","Citrus aurantifolia
","Citrus aurantifolia","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005883","",""
"4306","Fruits","LIMES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4307","Fruits","LONGAN","","","","","All Sizes","","","","","Dimocarpus longan
","Dimocarpus longan","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4308","Fruits","LOQUATS","","","","","All Sizes","","","","","Eribotyra japonica
","Eribotyra japonica","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4309","Fruits","LYCHEES","","","","","All Sizes","","","","","Litchi chinensis
","Litchi chinensis","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005964","",""
"4310","Fruits","MAMEY","","","","","All Sizes","","","","","Pouteria sapota
","Pouteria sapota","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006365","",""
"4311","Fruits","MANGO","Green","Green (Includes Keitt and Francis)","Includes Keitt and Francis","","Small","12 size and smaller","","","","Mangifera indica
","Mangifera indica","(Includes Keitt and Francis varieties)","2007-05-15 00:00:00","2007-05-15 00:00:00","10005969","",""
"4312","Fruits","MANGO","Yellow","Yellow (Includes Oro, Ataulfo/Honey Manila)","Includes Oro, Ataulfo/Honey Manila","","Small","18 size and smaller","","","","Mangifera indica
","Mangifera indica","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005969","",""
"4313","Fruits","MANGO","Retailer Assigned","","","","All Sizes","","","","","Mangifera indica
","Mangifera indica","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4314","Fruits","MANGO","Retailer Assigned","","","","All Sizes","","","","","Mangifera indica
","Mangifera indica","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4315","Fruits","MANGO","Retailer Assigned","","","","All Sizes","","","","","Mangifera indica
","Mangifera indica","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4316","Fruits","MANGO","Retailer Assigned","","","","All Sizes","","","","","Mangifera indica
","Mangifera indica","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4317","Fruits","MELON","Canary/Yellow Honeydew","Canary/Yellow Honeydew","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006180","",""
"4318","Fruits","MELON","Cantaloupe/Muskmelon","Cantaloupe/Muskmelon","","","Small","18 size and smaller","Average Fruit Weight =  less than 1135g","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006182","",""
"4319","Fruits","MELON","Cantaloupe/Muskmelon","Cantaloupe/Muskmelon","","","Large","15 size and larger","Average Fruit Weight =  1135g and above","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006182","",""
"4320","Fruits","MELON","Casaba","Casaba","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006184","",""
"4321","Fruits","MELON","Cinnabar","Cinnabar","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4322","Fruits","MELON","Crenshaw","Crenshaw","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006182","",""
"4323","Fruits","BERRIES","Strawberries","Strawberries","","","Bulk","","","","","Fragaria ananassa
","Fragaria ananassa","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005921","",""
"4324","Fruits","MELON","French Afternoon","French Afternoon","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4325","Fruits","MELON","French Breakfast","French Breakfast","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4326","Fruits","MELON","Galia","Galia","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006183","",""
"4327","Fruits","MELON","Orange Flesh/Cantaline","Orange Flesh/Cantaline","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006182","",""
"4328","Fruits","LIMEQUATS","","","","","All Sizes","","","","","Citrus spp.
","Citrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005885","",""
"4329","Fruits","MELON","Honeydew/White Honeydew","Honeydew/White Honeydew","","","Small","6 size and smaller","Average Fruit Weight =  less than 2040g","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006184","",""
"4330","Fruits","MELON","Mayan","Mayan","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006182","",""
"4331","Fruits","MELON","Mickey Lee Watermelon/Sugarbaby","Mickey Lee Watermelon/Sugarbaby","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4332","Fruits","MELON","Muskmelon","Muskmelon","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005901","",""
"4333","Fruits","MELON","Pepino","Pepino","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4334","Fruits","MELON","Persian","Persian","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005901","",""
"4335","Fruits","MELON","Prince","Prince","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006182","",""
"4336","Fruits","MELON","Santa Claus","Santa Claus","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006187","",""
"4337","Fruits","MELON","Saticoy","Saticoy","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006182","",""
"4338","Fruits","MELON","Sharlin","Sharlin","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006182","",""
"4339","Fruits","MELON","Spanish/Tendral","Spanish/Tendral","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006189","",""
"4340","Fruits","MELON","Watermelon","Watermelon - Yellow","Yellow","","All Sizes","","","","","Citrullus lanatus
","Citrullus lanatus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006037","",""
"4341","Fruits","MELON","Watermelon","Watermelon - Yellow, Seedless","Yellow, Seedless","","All Sizes","","","","","Citrullus lanatus
","Citrullus lanatus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006037","",""
"4342","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4343","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4344","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4345","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4346","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4347","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4348","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4349","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4350","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4351","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4352","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4353","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4354","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4355","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4356","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4357","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4358","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4359","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4360","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4361","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4362","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4363","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4364","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4365","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4366","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4367","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4368","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4369","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4370","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4371","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4372","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4373","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4374","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4375","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4376","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4377","Fruits","NECTARINE","Yellow Flesh, Tree Ripened, Ready-to-eat","Yellow Flesh, Tree Ripened, Ready-to-eat","","","Small","70 size and smaller","Average Fruit Weight =  less than 185g","","","Prunus persica
","Prunus persica","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005911","",""
"4378","Fruits","NECTARINE","Yellow Flesh, Tree Ripened, Ready-to-eat","Yellow Flesh, Tree Ripened, Ready-to-eat","","","Large","66 size and larger","Average Fruit Weight =  185g and above","","","Prunus persica
","Prunus persica","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005911","",""
"4379","Fruits","NECTARINE","Retailer Assigned","","","","All Sizes","","","","","Prunus persica
","Prunus persica","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4380","Fruits","NECTARINE","Retailer Assigned","","","","All Sizes","","","","","Prunus persica
","Prunus persica","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4381","Fruits","ORANGES","Blood","Blood","","","All Sizes","","","","","Citrus spp.
","Citrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889","",""
"4382","Fruits","ORANGES","Juice","Juice","","","All Sizes","","","","","Citrus spp.
","Citrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889","",""
"4383","Fruits","TANGELO","Minneola","Minneola","","","All Sizes","","","","","Citro paradisi X
","Citro paradisi X","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005880","",""
"4384","Fruits","ORANGES","Navel","Navel","","","Small","125 size and smaller","Average Fruit Dimensions = less than 77mm","Restricted for items grown east of the Mississippi River in the U.S., east of the Ontario/Manitoba border in Canada and Texas, Arizona and New Mexico in the U.S.","","Citrus spp.
","Citrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889","",""
"4385","Fruits","ORANGES","Navel","Navel","","","Large","100 size and larger","Average Fruit Dimensions = 77mm and above","Restricted for items grown east of the Mississippi River in the U.S., east of the Ontario/Manitoba border in Canada and Texas, Arizona and New Mexico in the U.S.","","Citrus spp.
","Citrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889","",""
"4386","Fruits","ORANGES","Temple","Temple","","","Small","125 size and smaller","Average Fruit Dimensions = less than 65mm","","","Citrus spp.
","Citrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889","",""
"4387","Fruits","ORANGES","Temple","Temple","","","Large","100 size and larger","Average Fruit Dimensions = 65mm and above","","","Citrus spp.
","Citrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889","",""
"4388","Fruits","ORANGES","Valencia","Valencia","","","Large","80 size and larger","Average Fruit Dimensions = 77mm and above","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","","Citrus spp.
","Citrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889","",""
"4388","Fruits","ORANGES","Valencia","Valencia","","","Large","56 size and larger","Average Fruit Dimensions = 84mm and above","","","Citrus spp.
","Citrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889","",""
"4389","Fruits","ORANGES","Retailer Assigned","","","","All Sizes","","","","","Citrus spp.
","Citrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4390","Fruits","ORANGES","Retailer Assigned","","","","All Sizes","","","","","Citrus spp.
","Citrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4391","Fruits","ORANGES","Retailer Assigned","","","","All Sizes","","","","","Citrus spp.
","Citrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4392","Fruits","ORANGES","Retailer Assigned","","","","All Sizes","","","","","Citrus spp.
","Citrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4393","Fruits","ORANGES","Retailer Assigned","","","","All Sizes","","","","","Citrus spp.
","Citrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4394","Fruits","PAPAYA/PAWPAW","Regular","Regular","","","Large","9 size and larger","","","","Carica papaya
","Carica papaya","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005954","",""
"4395","Fruits","PAPAYA/PAWPAW","Cooking/Mexican","Cooking/Mexican","","","All Sizes","","","","","Carica papaya
","Carica papaya","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005954","",""
"4396","Fruits","PAPAYA/PAWPAW","Retailer Assigned","","","","All Sizes","","","","","Carica papaya
","Carica papaya","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4397","Fruits","PASSION FRUIT","Purple","Purple","","","All Sizes","","","","","Passiflora edulis
","Passiflora edulis","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005953","",""
"4398","Fruits","PASSION FRUIT","Retailer Assigned","","","","All Sizes","","","","","Passiflora spp.
","Passiflora spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4399","Fruits","PEACHES","Indian","Indian","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005912","",""
